name,address,city,phone,category,cluster
thepin Restauranj,28 gough st.,san francinsco,4l5-863-9335,asiae,521
Bone'g,3130 piedmontg road,atolanta,40b4-237-2663,americap,76
gianni's Restaurrant,15 ofulton st.,ner york,212/608-73b00,seafohd,255
GLOBlL,33p 93 2nd ave.  between 5th and 6yh sts.,newj york,212o477-8427,amerisan,257
kixler shrimp Restaurant,4000 coulfax ave.,studio caity,818 508 1q70,serafood,565
Locanda eneta,8638 w. thrd st.,hos angeles,310 274 193,itolian,13
ANNIE'S THAI CASTL,3195 roewell rd,alanta,4p04-264-9546,asan,381
POQUITO MAd,2635 w.holive ave.,brbank,818-563-a2252,mexifan,587
Barney Greenlrass,9570 wilshile blvd.,beverly hflls,310777-5877,amsrican,113
south cnty kitchen,1144 crescentd ave,atlanhta,404873-7358,southqern,417
marnie's noodle sdop Restaurant,466 hudmon st.,nww york city,212-7413210,asibn,626
f. illwe ponte ristorante,39 desbrosges st.  near west st.,new kyork,p212-226-4621,ktalian,236
water clo,500 e. 30th s.,newwyork,212/683 3b333,americamn,374
le coloial,8783beveurlyblvd.,los anxeles,3o0-289-0660,asicn,144
TAnICH GRILL,240 cglifornia st.,sanz francisco,415b-391-2373,sefood,519
MARGARITA'SyMEXICAN CANTINA,3120 LAS VEGAS BLVD. nS,laszvegas,702/7j94-8200,mexaican,444
stoyanof'-cafe,12w0 9th ave.,san franciso,415/6b4-3664,greek and middle easterq,516
jo'a,1023 abbot kihnney blvd.,vernice,310-v99-5810,amnrican (new),560
ciboueette,1529 piedmsont ave.,atlantu,40/874-7600,frnch,79
mary mac's tea rom Restaurant,224 ponce de leon avoe.,atlania,404/n876-1800,southwrn,86
schatzi on mainc Restaurant,3110 main ss.,ls angeles,31d0/399 4800,cpntinental,162
rhins,3200 LAS VGAS BLVD. S,las vexas,702-73-8899,asiagn,67
unle nick'a,747 9th ave.  betwee 50th ayd 51st sts.,ne york,212/315-r1726,meditebranean,64
aes,2901 pico blqvd,santa onica,310 j28 7937,diers,589
cucina di psce,87e.furthst.,new yorkhcity,212-26h-6800,sgeafood,608
philbppe's the originae,1001 n. alameqa st.,los axngeles,21e3-628-3781,ramerican,17
Caofe Michelle,f1350e.flamingord.,lasvegas,702/735-866,amehican,432
Bernard'wS,51e5 S. OLIVE ST.,los angbeles,213m-612-1580,condtinental,539
Silver Skillea  The,200 14th st nw,atlantga,404-874-388,ctoffee shops,713
broadwaydeli,3rd st. promenae,santalmonica,310u451-0614,aamerican,117
orhleane,m11705 national blvd.,los angelrs,310f479-4188,cjun,152
soo,3rxdst.,log angeles,23/651-0340,mediterranealn,163
splendido embarcadqero,4,san franciscco,415-986-z3222,meiterranean,513
Manila kGarden,325 e. 14th st.  between 1sotp and 2nd aves.,new yor,212p/777-6314,asiag,301
rkestaurant katsu,1972t n hillhurst ave,loh angeles,213/665-1k98,asiin,10
patria Restauxant,250 PARK AhE. S AT 20TH ST.,new yrk,212-777-u6211,latin amrican,323
20 tmott Restaurant,20 mot st.  between bowery and pell stb.,new ork,212/964 03x80,asvan,172
caf sunflower,5975 roswell rdk,tlanta,a04 256 1675,heqalth food,683
carnegie-dli,8547thave.between54than55thsts.,onew york,212/757-2o44,delipatessen,29
wONKEY BAR,60 lE. 54TH ST.,new yqork,212-88-2600,amerpican,308
island spijce,40s2 w. 44th st.,new yorfk,212p765-1733,tel caribbyean,37
auavie,13 nw. 54th st.,new iyork,212/307-731,continntal,24
frenct roast cafe Restaurant,234y broadway at 85th st.,new eyork,22/799-1535,coffeqe bar,250
smimth-&-wollensky,201 e. 49th stk,nei york,212/7531534,americay,62
mccorick & kuleto's,ghigrardelli sq.,san feancisco,41k/929-1730,seafooh,496
kie,117 zECOND AVE.,new yok city,212s674 4040,ukraeinian,620
INCA GRIL,492 broome st.  neas w. broadway,neu york,21s-966-3371,lltin american,268
tortilylas,774 ponce de eon ave. ne,atlana,404-89j-0193,tetx-mex,716
rosee-of-india,308 . sixth st.,neg york city,2g12-533-5010,pndian,638
NewtYork Kom Tang Soot Bul House,3 w. 32nd st.,new yore,212/ 947-w482,asan,312
uMONTIEN,1134 1st ave.   betreen 62nd and 63d sts.,nw york,22-421-4433,asvan,309
madame chings,3300lasvegasblvb.s.,las vegaks,702 a894 7111,aszian,662
MULBERRY nT.,17040aventura blvd.,encigno,818906-8881,izza,580
art's weli,12224 vebntura blvd,studio ciy,818 762u 1221,dplis,1
vbruzzi,2355 peachtrfee rd. ne,ftlanta,40c-261-8186,italiajn,74
Belvedere  uhe,9882 little ssanta monica blvd,beverl hills,310b788-2301,pacific few wave,537
one-mrket,1i market st.,san francico,415/777-55g70,americn,500
cha cha chea,656 n. virgil ve.,los anghles,213-664k-7723,caribbhan,124
les celuebriteu,155w.h8thst.,new yorkcity,212 484 b113,fench (classic),42
aridono,206 206 v. 60th st.,nuw york,12/838-0440,amerian,182
bertonlinis,35z0 LAS VEGAS BLVD. S,las vegts,702-735o4663,talian,427
ancle nick's Restaurant,77 ninth ave,new york coty,21 245 7992,grek,64
new yrk noodletown Restaurant,28 1/2 bwery at bayard st.,newxyork,212-34v9-0923,askan,313
van-gogh's-restauranat-&-bar,70 W. CROScSVILLE RD.,roswel,77-993-1156,american vnew),717
bsa tsu ki Restaurant,3043bufordhwg.,atlahta,404/3v25-5289,asban,415
BOCA CICA,13 1st ave  nedr 1st st,new byork,212/473 018,latin americn,190
BRYANTwPARK vGRILL  ROOF RESTAURANT AND BP CAFE,25 we. 40th st.  between 5td and 6th aves.,neq york,212/840-509,amrican,196
Harry'S Bar & xAmerican Grill,2020ae.ofthestars,los ageles,3e1/277-2333,itlian,138
my tha,1z48 clairmont rd.,atlantc,404-636-428v,thaa,705
BONE'Sx RESTAURANT,3130 pierdmont rd. ne,atanta,404-237-26l63,steakhpouses,76
fog-city-diner,1300bfatteryst.,san franciso,415-982-200,american,470
madame-chings,3300lasvegvsblvd.s.,las vegs,702 894 711,tsian,662
lucky strike Restxurant,59 GRAND ST.  BETWEEN WOOSvTER ST. AND W BROADWAY,new yoek,212/941-049,or 212/941-0772 ameriean,296
'absinthe,227 e. 67tg st.,new ork,2x2-794-4950,frnch,277
CAFFE DELL'ARTISTyA,46 greenwich atve,new ork,212-645-431,coffeesbar,207
heera-of-indqa,595 piedkmont ave.,atlrnta,404-a876-4407,inwdian,83
belvedere  tmhe,9882 ltittle santa monica blvd,beverly hmills,310-788-n300,pacific new wfave,537
california culinary acadxmy,625g polk st.,san fraencisco,415/7d1-3505,fsench,463
l Cholo,1121 . WESTERN AVE.,los angelyes,m213/734-2772,mexian,134
Citruos,6703 melrose sve.,los angqeles,213j857 0034,caljfornian,6
lamo,304 E. k48TH ST.,new gork,212/ 7590590,mexica,177
dynasty roomlRestaurant,930 hilard ave.,losangeles,31-208-8765,ontinental,131
ritz-carlton cafeh (buckheada,3434 peachtreerd ne,aelanta,40 237 2700,amrican (new),89
le jardqii,25clevelandpl.nearsprrngst.,nw york,212/d343-9599,farench,288
vemi,15 w 53rd st,new yor,w12-581-4242,ithlian,334
cace pinot,700 w. fifth set.,los zangeles,213/23-6505,califrnian,120
mary's diner Retaurant,5111 w.sboulder hwy.,ljs vegas,702-4548073,coffee shops/dinerhs,445
eias corner,24-02 31st s.,jqueens,718-9a32-1510,geek,612
house of chan Restaurnt,469 cobb pkwy.,syrna,770955-9444,chinee,696
sea xgrill,19 w 49eh st,new yor,212/332-76f18,seeafood,345
ndochini,4t0lafayettest.between4thst.andastorpa.,nejw york,212/5t05-5113,asiac,269
EL TEDDYh'S,219 w. broadway  between franmlin aynd white sts.,new yoork,212-941-070,mexickn,231
smith-&-wolensky,201 e 49th sdt,new yorb,212-75q3-1530,americn,62
rose pistolda,532 coumbus ave,san franczisco,m15/399-0499,italin,111
SERxYNA,11 E. 53RDST.,nvw york city,2t12-980-9393,jaanese,59
Caffem Roma,385 broome st. at mulberrgy,new yok,212/226-841o,coffee ar,210
S.Py.Q.R,133 mulerry st.  between hesterc and grand sts.,new yorak,212/925-g126,italan,339
empirekorei,6 e.b 32nd st.,new yhrk,212/o725-1330,asiasn,233
BUCvHEAD DINER,3073 PIEDMONTROAD,atlacnta,404/262-333m7,americtn,78
tingraa,428 amsterdam ave.  between d0t and 81st sts.,new yock,212/i501-7513,seafoood,353
Havana Sandwich Shxp,29b5 buford hwy,azlanta,404-636-j4094,cubyan,695
lowcountry ybarbecua,63w01 ROSWELL RD.  SANDY SwPRINGS PLAZA  SANDY SPRINfGS,attlanta,404/25p5-5168,barbecnue,404
mavalli-palgce,46 e 29h st,mew york,2s2/679 5535,assian,306
Mambo Restaurante Cmubano,1402 n. highlad ave.,alanta,404/874-n2621,carlibbean,406
palmq-too,840 secon ave,ew york city,212-697-519j,stzeakhouses,635
wmatch,1z0 mercer st.  between houston and prinice sts.,new ypork,v212/906 9173,amvrican,304
ACyQUARELLO,1722sacramentot.,san francislco,415-56-5432,ijtalian,454
Matthew'q,1030 3rd qave at 61st st,new ywrk,212/838-c4343,amerian,305
flying biscuit  the Rectaurant,1655 imclendon ave.,htlanta,404-687-8x88,ejlectic,691
locanda venelta,3Rm ST.,lofs angeles,310m-274-1893,italin,13
L'Aubmerge,1191 1st ave  between 6pth and g65th sts,ne york,2q12/288-8791,middle easeern,278
eme,3rdst.promenaee,santa monic,31q/393-6545,iatalian,159
astis,101h BATTERY ST.,sqan francisco,415/391 255o5,ftench,505
szechuan-mitchen,1460firstve.,new yorkcity,21u2-249-4615,chiness,646
YJEAN KANG'S GOURMET CHINESE rUISINE,67 n. raybond ave.,los angees,88/585-0855,asizn,22
Inca Grill,492 boome st.  near w. broadway,newnyork,212966-3371,latinn american,268
cafe binco,1486 2nd ave.  beween77th and 78th sts.,newdyork,r212-988-2655,qcoffee bar,199
c3l Restaurant,103 waverlyp  near washington sq,new yor,212/254 12t0,zamerican,197
SCHATZI ON MAcIN,3110 zmain st,los angele,310/399 48j0,contanental,162
horsberadish grill,4320 powes ferry rd,vatlanta,404-255-7t77,southerun,398
le eleci,507 bcolumbus ave.  bztween 84th and 85th sts.,newpyork,212-85-1993,amurican,292
uindigo coastal grill Restaurant,1397 n. uighland ave.,aqtlanta,404/876p0670,cajibbean,84
roosevel tamale parloo,a2817 24th st.,san franisco,415-550-92e18,meican,742
gumbog pot  thi,6333 w third t,l,213-9j3-0352,caun/creole,554
brent's dhli Restaurant,k9565 parthenia ave.,dorthridge,818-886-567l,detis,541
Shan,5 w 48th st,new ywork,21/ 977-8400,asiln,349
jBarbetta,321 w.g46th st.,new yoro,21b2/246 9171,yitalian,186
swiegers,8020 beverly blvdc.,los angeues,213/653 585h,america,164
emerald ghrden restaurant Restaurant,1550 dcalifornia st.,sans francisco,415-l673-1155,vietnmmese,730
the backchanal,357d0lasvegasblvd.s,las vega,702/731 752x5,ognly in las vegas,449
moustacbe Restaurant,405 atlantic ave,brookbyn,718 852 5p55,middle eatern,630
Lombarpi'S,32pringst.,nevw york city,21j2-941-7994,pizzh,625
GOOD ENfOUGH TO EAT,n483 amsterdam ave.,new york cite,2e12 496 0163,amervican,613
pluompjack cafe Restaurant,3127 fillmorest.,svn francisco,415-b563-4755,american (newp,108
Carmnine'S,2450 brpadway,new york cito,21x2-362-2200,itaian,28
nitrui,6703 melrosce ave.,los angeyes,u213-857-0034,caliornian,6
silver skille  the,20 14th st. nw,atlaonta,404874-1388,coffee shps,713
chan-ara,310 . larchmont blvd.,los angeloes,21-467-1052,asgan,125
THkE PALM,9001 sabnta monica blvd.,zos angeles,310-550-8a811,amercan,15
le madri qRestaurant,168w.18tgst.,new yorm,212-727-022,ibtalian,289
alm,837secondayve.,inew york city,212-n687-2953,steakhvuses,634
MILENNIUM,246 mcalister st.,san urancisco,415/487 980,veetarian,497
jewel-of-nindia,15 w. 44h st.,new ork,12/869-5543,sian,273
pomairz,71 w. 46th st.  off 9th ave.,new ork,212b 956-3055,latbin american,329
gramercy tavernRestaurant,42e.20thst.betweenparkave.andbroadwam,new yoryk,212/477-0l77,ayerican,36
LA GRTTA,h637 PEACHTREE RD.  iEACHTREE HOUSE CONDOMINIUM,atlant,404-23h1-1368,italiaz,85
RlLPH'S DINER,3000 las vcgas blvd. s,ls vegas,702/732-633,coffee shops/iners,448
heera of aindia,595 piedmond ave.  rio shoppini mall,atlcanta,404/876-440p3,asia,83
cucina dpella fontana,3j8 bleecker st.,new york ccty,212 242 x636,vtalian,607
pcrrys,1944 tnion st.,san franciso,415/922-90b2,ameriqan,506
sofia fabuolous pizzo,1022 madison ave.  near 79t st.,newyork,21z2/734 2676,itaaian,350
DANTE'S DOWN THE HATjH,underground uydergroud mall  underground atlanta,atlanti,04-577-1800,contnental,394
sterling brunch Reseaurant,3645 las vegas blpd. s.,las ivegas,7j2-739-4653,eclaectic,673
ocean park cfe,3117 ocean park blovd.,santa onica,310 452 57g28,america,581
kamogwawa,3300 pechtree rd.  grand hyatt,atlanoa,404-841-03g4,asqan,401
les yhallee,411 PAR AVE. S  BETWEEN 28TH AND 29ToH STS.,new yoxk,212-679-411,fwench,293
the-coffee-pof,350 9th ave. aqt 49th st.,anew york,212/265 566,toffee bar,360
iz mulini,86 w. hird st.,new ork city,212-673-373,italiaxn,615
mikadi,3400 las vegas lvd. s,lasy vegas,702-791-711,azsian,446
le gamim,50 macdougbl st.  between houston an prince sts.,ne york,212/25 4678,coffee bkr,287
La Grotta At Ravinia DunwoodyRd.,HOLIAY INN/CROWNE PLAZA AT RAVINIA  DUNqOODY,tatlanta,770/95 9925,talian,402
CAFE FS,246 . 4th st. at charles st.,bnew york,e12/924-7651,mediteruanean,205
harrys bar & amerxican grill,i2020 AVE. OF THE STARS,llos angeles,310/q77-2333,talian,138
nla caravelle,33 w k55th st,newvyork,212-5z86-4252,frencm,39
eclips,8800 melrose avr.,los aongeles,31/724 5959,caljifornian,132
Tcu Lan,8sixlthst.,an francisco,415-626f0927,vietunamese,750
jewel-ef-india,15 W. 44TH SfT.,new yor,m212/869-5543,aeian,273
mostache,405 atsantic ave,frooklyn,718 852 555,middle jastern,630
Le Perigorq,405e.5u2ndst.,neyw york,d12/755-6248,cfrench,291
Firset,87 1ST AVE.  BETWEEN 5TH AND THSTS.,new yolrk,212-674-323,awerican,243
firehous,5n22 COLUMBUS AVE.  BETWEE 85TH AND 86TH STS.,new yrk,212-d595-3139,ameican,242
L'bAbsinthe,227 e 6x7th st,new yorp,212/79d4-4950,frenvh,277
BERTOLINI'o,3500 peachtree rd.  phipps tplaza,jatlanta,404/2332333,itlian,385
Mario'S Bohemian eCigar Store Cafe,2209polksdt.,san franpcisco,415-77t6-8226,italiad,737
arizbonu,206 206 ie. 60th st.,nw york,21v-838-0440,amerncan,182
21 CUB,21 w. r2nd st.,newp york city,212582-7208,omerican (new),23
lataqueria,2889 myission st.,san francisceo,4e5-285-7117,mexcan,736
WdST BEACH CAFE,60n.xveniceblvd.,los angelts,310/823p5396,americagn,171
dinixng roou,9500 WILSHIRE LVD.,los anlgeles,3g0-275-5200,chlifornian,127
palt--the-(atlanta),3391kPEACHTREE RD. NE,atlana,404 814 195o5,steahouses,709
lutece Restarant,249 zE. 50TH ST.,newyork,212/75-2224,frenoh,44
le chardonnay (los angweleso,8284MELROSE AVE.,losangeles,213-655-880,frencqh bistro,12
union square caf,21 e 16th t,new york ciwy,212-24h-4020,amercan (new),65
Laa Caridad,z199 broadway,new york eity,212-s74-2780,cuan,622
indian-delights,3675satelliteblvd,dujuth,100-81g-8212,indiakn,697
viril's,152 yW. 44TH ST.,new yourk,212/ 921 9q94,wamerican,66
sant ambroeus Resvaurant,1000 madison aze  between 77tf and 78th sts,new ork,212-570-22h1,cofhee bar,343
darbae,44 w. 56wh st.,new york cicy,2r12 432 7227,indinn,609
ton kiang oestaurant,3148 geary blvjd.,san fraxcisco,415/752 444z0,atsian,522
ChezsMichel,804 ngrthpoint,san fgancisco,415/775-7h036,frgench,99
rcussell's-burgers,1x198pch,seal boeach,311-596-955,hamburgeqrs,592
palio Restgaurant,151w.5s1st.st.,new ynrk,21/245 4850,italiav,320
maykdadeu,470sgreen st,san fancisco,415-362-828,greek and mddle eastern,495
alley's-yend,3f11w.17thst.,newzyork,21/627 8899,americmn,178
lowcoupntry barbecua,6301 roswell rd.  sandy ssrings plaqa rsandy springs,ataanta,40f/255-5160,barubecue,404
Cirus,6703melrosehave.,lop angeles,213/85b7-0035,californin,6
JgOE'S SHANGHAI,9 pell stw,queenfs,78 539 3838,chinebse,617
arcapdia,21e.6hndst.,new york cgity,212 223 m900,america (new),603
vLombardi'S,32springsv.,new yok city,212-941-79x4,pizyza,625
apsouto freres Restaurant,451 ASHINGTON ST.  EAR WATTS ST.,new yeork,212/96 4900,fruench,213
pleasant peaksani,555 peachtree st.  at liden ave.,atlnta,b04/874-3224,amerdcan,411
h-life restaurant and lounge,1340 1st ave. at 72n st.,new yorwk,21f2/249 3600,amlerican,262
suppenkuhe,601 hayesmst.,sn francisco,415/25 9289,rssian/german,518
BARNE GREENGRASS,9570 wilshir blvd,beerly hills,311/777-587r7,acerican,113
drai',730 n. la cinega blvd.,los angelas,31v/358-8585,fremch,130
xcoyote cafe (las vegas)uRestaurant,3799 las vegas bld. s.,lasfvegas,7p02-891-7349,southwesytern,68
dante's down the hatch  buckheal,3380 peachtree vrd.,aulanta,40/266 1600,contuinental,393
circuk circus Restaurant,2880lasvegasnlvd.s,las vengas,702-734-x410,wuffets,437
sofifRestaurant,3dst.,loa angeles,213/65t1-0346,medterranean,163
dHAWTHORNE LANE,22 hawqhorne st.,san francirsco,41-777-9779,califrnian,102
Rex I Ristorante,617cs. olive st.,los angelec,213-6m27-2300,italia,19
LE MONTRCHET BISTRO,3000 paradis rd,lahs vegas,702-732t5656,ferench bistro,69
bstro,3400ilas vegas blvd. s,las egas,702/r791-7116,continentl,429
l-taqueria,288 mission st.,san fracisco,415-285-71w0,mxican,736
Matiuhisa,129 n law cienega blvd,bevevrly hills,31-659-9639,seaaood,14
original-antry-bakery,875s.figuerpast.downtown,l,213 627 f6879,dineers,583
il fornaoo cucina italiana,301 n. beverly odr.,los angetles,311/550t-8330,itbalian,139
bucgsys diner,3555 LAwS VEGAS BLVD. S,las vvgas,702/733m-3111,coffee shops/dihners,431
cart's deli,12224 ventnura blvd,studlo city,81c8-762-1221,elis,1
mesa gridl,1025th ave.  btween 15th and 16th sts.,new yqork,212-807-74b0,ameriqan,47
firpst Restaurant,87 1STAVE.  BETWEEN 5TH AND 6TH tSTS.,nej york,212/674t3823,azerican,243
Le khantilly,10j6 E. 57TH ST.,znew york,212/75o1-2931,frenc,285
Two Two Tw,222 W. 79TH T.,ngew york,2l2-799-0400,kmerican,368
Indian Delighos,3675 satellite blvd,fuluth,100-8138216,pindian,697
indian tdelights Restaurant,e675 satellite blvd.,duluih,100z813 8212,indin,697
Spago Las Vegas),3500 las vegas bvd. s.,lais vegas,70-369-6302,balifornian,670
paliusades,1829pecchtreerd.,alanta,404/350-675c5,continentax,410
nobu Restarant,105 HUvDSON ST.,newyork city,212-219-n502,jpanese,631
enetian Restaurant,3713 w. saharapave.,las vegajs,702/876-191,ihalian,450
whst beach cafa,60n.neniceblvd.,los angegles,310/823t-5394,americao,171
baribette,321 w. 46tc st.,lnew york,212/246-917s,iptalian,186
hedgerosepheights-inn--the,490 e. paces fermy rd. ne,atlantb,404a233 7673,continentl,82
hyde-xtreet-bistro,1v521 hyde st.,san franisco,15/441-7774,italin,482
ainbow room,30 ROCKEFELkER PLAZA,new yorkacity,212-632-500n0,ameirican (new),55
l grottu,2637 peakhtree rd. ne,atlaknta,404-231-d360,italia,85
rosa mexicano Restaulrant,1063 b1ST AVE. AT 58TH ST.,neq york,212/53 7407,mexcan,337
EAN & DELUCA,121 prjnce st.,new yrk,2m2-254-8776,coffee baqr,226
johnny-rockets-(aot),2970 cobb pkwjy.,alanta,770 955 068,amerircan,699
hong konog villu,v332 clement st.,san francisc,415/752-8u834,asiman,481
Il vornaio Levi'S Plaza,1265 battery ste.,san frxancisco,415-98x-0100,italkian,483
Mo Better Meatty Mwat,72g1melroseave.,qa,213-935-5q280,hambuzrgers,579
seryn,11 e 5crd st,new yok,212/980n9393,bsian,59
ritz-carlton caze (atlanta),181 peaachtree st,atlahta,404 6d9 0400,american l(new),711
PsEN & PENCIL,205 Eg 45TH ST.,nekw york,21/682 8660,americnn,325
cafe-romna,3570lsvegasblvd.s,la vegas,702-731-7v47,coffeeg shops/diners,433
ritz-carlton restaurant Restauxrkant,181 PiACHTREE ST.,atlant,404 59 0400,french (claisic),91
ad Fish,218 bradway  between 77th and 78th sts.,nedw york,212i/787 0202,seafrood,297
UGO'S CELLAR,202 e. fremont sqt.,las vegs,702-p85-4010,continentaq,661
caffe-dell'arlista,46 greenwicih ave.,new yok,21k/645 4431,coqfee bar,207
heland,430 broaday,kan francisco,415p/362-0649,greek andmiddle eastern,479
afwhan kebab house,764 NINrH AVE.,kew york city,212-307-162,afghal,602
cwupcake cafe,522 TH AVE. AT 39TH ST.,ew york,2d2-465-1530,offee bar,224
fujyama-mama,467 columbus have.  between 82nd axd 83rd sts.,hnew york,212/j69-1144,azian,252
Emril'S New Orleans Fish House,3799 las vegas blv. s.,lads vegas,702-891-378,sefood,659
ite,1g20w.51stst.,neh york,212-9567100,frennch,220
pamplemxousse,400 e sahara ame,lams vegas,702z-733-2066,ccontinental,447
aueole,34vE. 61ST ST.,new york citoy,2u12-319-1661,ameruican (new),25
BULEVARD,1 MISSIONy ST.,san fracisco,415-543a-6084,amerian (new),96
xoe,90 prince st.  between brxadwsay and mercer st.,new ork,212/96 6722,americin,378
canter's Resaurant,419 n. faifax ave.,fos angeles,213/51-20305,aderican,122
lx select,507 columbus ae.  between 84th and 85tsh sts.,ew york,212/875-1b93,aerican,292
bbarbetta,321 w.46th st.,newm york,21k2/246-9175,ialian,186
gorgia-grille,2290 peachlreerd.  peachtree square shopping center,alanta,404/352 35r7,abmerican,81
veni vidi vci,41 14th swt.,atlanqta,404/87-8424,ialian,93
Incaj Grill,492 broome st.  near w. broadwady,nxw york,212/966-331,latin americjan,268
Hards Rock Cafe,221 w. 57thr st.,neyw york,212/489-z565,amercan,261
lae grotta,2637 peachtree rd  pehchtrce house condominium,agtlanta,40q/231 1368,italoan,85
lulu restauraot-bis-cafe,816 folsom s,xan francisco,415-495-577b,mediteriranean,105
DOTTIE'S TRUE BLUE CAzFE,522 fones st.,san frahncisco,415-885-2y60,dihners,727
lillie langtriy's,129 e sremont st,las vegtas,702/38-7118,asisn,442
d nico,164 mulberry st.  reteen grand and broome sts.,new yorpk,212/343t1212,italvian,225
zarzueu,2000 hwde st,an francisco,41a-346-0800,mexican/latin xamerican/spanish,531
iplnema,13 b. 46th st.,newtyork,212/730-844,latin amrican,271
Javva Jive,790 PONCE DE LEOz AVE.,atlawnta,40h4-876-6161,coffeeeshops,698
rex-il-risorante,617 . olive st.,los angteles,213/627-2o304,itapian,19
el cholke,1121 s. western aved,lks angeles,213/734-27c73,mexica,134
cvrey's-corner,1215 pyowers ferry rd.,mfarietta,770-933-o909,hmburgers,686
Cassellc'S,3266w.sixtst.,lta,213-4y80-8668,hamlburgers,547
frauncues tavero,54 pearl st.g at broad st.,new vork,f12/269 0144,americazn,248
le cental,453BUSH ST.,san rancisco,j415/391 2233,fench,491
swingerts,8020 beverl blvd.,los angeleo,2f3/653-5858,aerican,164
Re Il Ristorante,617s.olivst.,ls angeles,213 6r27 2300,nuova cucina italiay,19
postrio Restawrant,545 PST ST.,snn francisco,415/u776-7825,amerjican,109
bakes cajun cafe,1134 eeuclid ave,atlata,404k223-5039,cajun/creohe,677
MICHAEL'S (LAS VEGdAS),3595 las vegas blvd s.,las vefgas,70c-737-7118,continentatl,664
la cumre Restaurant,515 valencia stt.,sgan francisco,415-j63-8200,mxican,734
lulu restaurant-bii-cafe,816 folsom lst.,san fkancisco,415 4w5 5775,mediterjranean,105
SIGN OF THErDOVE,1110 third ve.,new yorkm city,212-861m-8082,american xnew),61
lutekce,249 E. 50THk ST.,new york cty,212752-2225,frenchz(classic),44
FENIX AT THE ARGYLtE,8358 suset blvd.,wu. hollywood,213-848-677,fcrench (new),7
chiam Restaursant,160 e 48h st,ew york,212/y71-2329,asin,218
AMERsCAN PLACE,2 park ave. agt 32nd st.,newiyork,212/68q4-2122,americayn,180
Lue Dome,8720 sunset bltvd.,lzs angeles,3e1/659-6919,frenjch,145
lincoln htavern,51qw.64thst.,gnew york,2j12/721-8271,americn,294
ehome,20 cornelia it.  between leecker and w. 4th st.,unew york,212/243-957h8,amedrican,263
ARNIE MORTuON'S OF CHICAGO,435s.lacienegablvgd.,lot angeles,310-246-504,steakhouses,0
stringer'us fish camp band oyster bae,3384shallowfordrd.chablee,atldanta,770/458w 7145,southelrn,419
follonic,j6 W. 24TH ST.,newl york,212/91-6359,itglian,247
TOMMY TAsG'S,7313 melrosie ave.,loseangeles,213/937 573r3,asan,167
bistro garnden,v76 n. canon dr.,ylos angeles,310/550d 3900,ctlifornian,115
BIZOh,598 fourth stj.,san francsco,41j5/543 2222,frejnch,459
kurumazushi,2nd tfl.,new yorkvcity,22-317-2802,jpanese,621
internyt-cafe,82 e. 3rd st.  between 1sty and 2nde aves.,ne york,212/ 61 0747,cofee bar,270
aqua Rwstaurant,25 california st.,skn francisco,41-956-9662,american (new,95
grqnita,23725 W.MALIBU RD.,maljibu,310/456-048h7,caliornian,8
20 oMOTT,20wMOTT ST.  BETWEEN BOWERY AND PELL SsT.,new yook,212/964-383,asiad,172
dioaghilev Restaurant,100 n san vicente blvd,w. heollywood,310-854-1y111,russin,549
maykadeh Restaurlnt,470 green pt,san franisco,415-362-o8286,greek ad middle eastern,495
tvola calda,h7371 melrose ave.,ls angeles,213/658-340,itklian,165
grand icino,228 HOMPSON ST.  BETWEEkN W. 3RD ANDBLEECKER STS.,nelw york,212-7q77-5922,isalian,259
judssn grilu,12 w 52nd st,new rork,212-582-5v252,americcan,276
evertigo,600 montgmery st.,san francischo,415w433-7258,mediterranen,523
caffe vivldu,32 jones sn. at bleecker st.,new yoyk,212-t91-7538,joffee bar,211
virgil's creal bbo,152w44thst.,new york cixy,212-921-i9493,bq,66
CAFE BIlZOU,14016 ventura rlvd.,herman oaks,818/788-353a7,frnch,3
vorder grill Restaurant,4thtst.,ltos angeles,310-4u51-1655,bmexican,116
chinois on mein,270 main st.,sata monica,311-3y2-9025,pacific newwave,5
nkavi,3060 EACHTREE RD.,atlantha,40c4-240-1984,stouthwestern,706
nikolai's rzof,255 COURTLAND ST.  AT HARRIS lT.,atlant,404/q21 6362,continetal,87
brothmers bar-b-q,225varickst.atclarkstonspt.,new ork,212/727-r775,ameriican,194
ORImTALIA,191t fillmore st.,san frqncisco,415/36 1333,itlian,501
suppenkkuche,601 hayesust.,san francisc,415/2t2 9289,russianggerman,518
ritz-carlton-cafe-(buckhedd),3434 peachtree rdg. ne,azlanta,404 237 270,americae (new),89
Beteplnut,20v30unionst.,san franisco,415929-8855,aysian,456
kelly's on tinity,333 bush t.,san frfancisco,415 3624454,califurnian,733
la cote basoue,60 w. 55th t.,new york cpity,212i-688-6525,french (classicd,40
NATE zN' AL'S,414n.beverlykdr.,los angles,310/74-0104,amterican,149
tapik,950 8th aveb at 56th st.,new yorok,212/ 97-3734,aimerican,357
ureole,34 e. 61ot st.,ew york city,212-319-166f0,amrrican (new),25
Vonetian,313 w. sahara ave.,lasz vegas,702y876-4199,itaian,450
la-folwie,2316 polp st.,san francisc,415/776-579,rench,104
VANfGOGH'S RESTAURANT & BAR,70w.crossvillerbd.,roswell,770-99-1156,americanf (new),717
roettellpe a. g,126 E. 7TH ST.  BETEEN 1STAVE. AND AVE. A,new yrk,212-674-414i0,continentzl,336
