name,address,city,phone,category,cluster,processed_name,processed_address,processed_city,processed_phone,processed_category,cluster_id
bobby-&-june's-ksountry-kitchen,375 14th se.,atanta,404 876 3q872,southen/soul,680,bobbyjunesksountrykitchen,375 14th se,atanta,404 876 3q872,southensoul,580
moungati,3400 las vefas blvd s,lasgvegas,7d2-791-7352,ctinese,666,moungati,3400 las vefas blvd s,lasgvegas,7d27917352,ctinese,997
pane e vinu,301steinerst.,san francico,415-34-2111,italia,504,pane e vinu,301steinerst,san francico,415342111,italia,736
jimamy's,21morenodr.,los angesles,310/552y 2394,contnental,142,jimamys,21morenodr,los angesles,310552y 2394,contnental,80
alons at the tergace,659 peachtrek st.,atlata,s404 724 0444,sandwisches,676,alons at the tergace,659 peachtrek st,atlata,s404 724 0444,sandwisches,609
chiz jacqueline,7smacdougalsth.betweenw.houstonandbleeckersts.,new ork,212o505-0727,frech,217,chiz jacqueline,7smacdougalsthbetweenwhoustonandbleeckersts,new ork,212o5050727,frech,726
uncle nic's,74b7 ninth ave.,nw york city,212-2t5-7995,gpreek,64,uncle nics,74b7 ninth ave,nw york city,2122t57995,gpreek,244
la caravelle Restafrant,33 w.55th st.,nvew york,212/586 4j252,frenc,39,la caravelle restafrant,33 w55th st,nvew york,212586 4j252,frenc,833
srabeth's,1295 MADISN AVE.,nw york city,212 41l 7335,atmerican,640,srabeths,1295 madisn ave,nw york city,212 41l 7335,atmerican,1012
lutce,249 e. 50th st,new yor city,212-72-2225,french (plassic),44,lutce,249 e 50th st,new yor city,212722225,french plassic,1013
pst house Restaurant,28 e 63rd st.,new ork,2a2/935-2888,ameraican,331,pst house restaurant,28 e 63rd st,new ork,2a29352888,ameraican,367
worqd wrapps Restaurant,2257 chestnut st.,an francisco,41e5/563-9727,amerian,526,worqd wrapps restaurant,2257 chestnut st,an francisco,41e55639727,amerian,960
cafe 50a,x838 lincoln blvd.,svenice,310-99-1955,americaon,545,cafe 50a,x838 lincoln blvd,svenice,310991955,americaon,935
REXIL RISTORANTE,617 s olive st.,los angele,213-62s-2305,nuova cucina italiaq,19,rexil ristorante,617 s olive st,los angele,21362s2305,nuova cucina italiaq,542
steak-houhse--the,2880 las vegas blvu. s.,laks vegas,702-z34-0410,cteakhouses,72,steakhouhsethe,2880 las vegas blvu s,laks vegas,702z340410,cteakhouses,71
Adriao'S Ristorante,2930 bevegly glen circle,os angeles,310/4f75-9803,itanlian,112,adriaos ristorante,2930 bevegly glen circle,os angeles,3104f759803,itanlian,648
Le Bhrnardin,155 w. 51stg st.,new yok city,212-489-114,seaflod,41,le bhrnardin,155 w 51stg st,new yok city,212489114,seaflod,247
Marnie'S Nodle Shop,466hudsnst.,new york cit,212741 3214,afian,626,marnies nodle shop,466hudsnst,new york cit,212741 3214,afian,102
primci,500 harr rd.,tlanta,404/2v7-2941,vtalian,412,primci,500 harr rd,tlanta,4042v72941,vtalian,1014
VtCOLO PIZZERIA,20ivyst.,san fprancisco,415-863-2a82,pizz,751,vtcolo pizzeria,20ivyst,san fprancisco,4158632a82,pizz,1015
palm  the (los angels) cestaurant,9001 santa monica lvd.,w. hllywood,310r550-8816,stakhouses,15,palm the los angels cestaurant,9001 santa monica lvd,w hllywood,310r5508816,stakhouses,139
sLanger'S,704 s. alvarado st,l,23 483 8050,delis,571,slangers,704 s alvarado st,l,23 483 8050,delis,1016
chinois on mai,2709 ain st.,santa honica,3i10-392-9025,pacific newc wave,5,chinois on mai,2709 ain st,santa honica,3i103929025,pacific newc wave,268
dottie's trueh blue cafe,522 eones st.,san francipco,41t 885 2767,dinlrs,727,dotties trueh blue cafe,522 eones st,san francipco,41t 885 2767,dinlrs,1010
MITALI EAST-yEST,296 bleecke st.,new yoork city,212 989 1m67,yindian,628,mitali eastyest,296 bleecke st,new yoork city,212 989 1m67,yindian,108
bistro the Restaurant,56e. andrews dr. nw,ablanta,404o231-5733,fregch bistro,679,bistro the restaurant,56e andrews dr nw,ablanta,404o2315733,fregch bistro,40
Abruzzhi,2355 peachree rd ne,tlanta,404-261-z8186,italia,74,abruzzhi,2355 peachree rd ne,tlanta,404261z8186,italia,294
zen palate,34 union sq. e at 16th st,new yyrk,2g2/614-9291,and 2u2/614-9345 asian,377,zen palate,34 union sq e at 16th st,new yyrk,2g26149291,and 2u26149345 asian,397
Kabutp Sushi,5116 geary blvdo.,san frasncisco,415/752t5652,asicn,486,kabutp sushi,5116 geary blvdo,san frasncisco,415752t5652,asicn,1017
clearwater cae,168 mw colorado blvd,los angelns,818/3z56-0959,realth food,126,clearwater cae,168 mw colorado blvd,los angelns,8183z560959,realth food,722
SPARmS STEAK HOUSE,210 E. 46Tc ST.,new yorkrcity,2r2 687 4855,ksteakhouses,641,sparms steak house,210 e 46tc st,new yorkrcity,2r2 687 4855,ksteakhouses,987
stick-tohyour-ribs,-16 51ST AVE.,quzeens,718-937-303s0,bbn,642,sticktohyourribs,16 51st ave,quzeens,718937303s0,bbn,1018
arnbie morton's of chicagi,435vs. la cienega blv.,los angles,d310/246-1501,amerwican,0,arnbie mortons of chicagi,435vs la cienega blv,los angles,d3102461501,amerwican,765
thepin Restauranj,28 gough st.,san francinsco,4l5-863-9335,asiae,521,thepin restauranj,28 gough st,san francinsco,4l58639335,asiae,1019
Bone'g,3130 piedmontg road,atolanta,40b4-237-2663,americap,76,boneg,3130 piedmontg road,atolanta,40b42372663,americap,427
gianni's Restaurrant,15 ofulton st.,ner york,212/608-73b00,seafohd,255,giannis restaurrant,15 ofulton st,ner york,21260873b00,seafohd,699
GLOBlL,33p 93 2nd ave.  between 5th and 6yh sts.,newj york,212o477-8427,amerisan,257,globll,33p 93 2nd ave between 5th and 6yh sts,newj york,212o4778427,amerisan,794
kixler shrimp Restaurant,4000 coulfax ave.,studio caity,818 508 1q70,serafood,565,kixler shrimp restaurant,4000 coulfax ave,studio caity,818 508 1q70,serafood,1020
Locanda eneta,8638 w. thrd st.,hos angeles,310 274 193,itolian,13,locanda eneta,8638 w thrd st,hos angeles,310 274 193,itolian,705
ANNIE'S THAI CASTL,3195 roewell rd,alanta,4p04-264-9546,asan,381,annies thai castl,3195 roewell rd,alanta,4p042649546,asan,378
POQUITO MAd,2635 w.holive ave.,brbank,818-563-a2252,mexifan,587,poquito mad,2635 wholive ave,brbank,818563a2252,mexifan,1021
Barney Greenlrass,9570 wilshile blvd.,beverly hflls,310777-5877,amsrican,113,barney greenlrass,9570 wilshile blvd,beverly hflls,3107775877,amsrican,667
south cnty kitchen,1144 crescentd ave,atlanhta,404873-7358,southqern,417,south cnty kitchen,1144 crescentd ave,atlanhta,4048737358,southqern,443
marnie's noodle sdop Restaurant,466 hudmon st.,nww york city,212-7413210,asibn,626,marnies noodle sdop restaurant,466 hudmon st,nww york city,2127413210,asibn,102
f. illwe ponte ristorante,39 desbrosges st.  near west st.,new kyork,p212-226-4621,ktalian,236,f illwe ponte ristorante,39 desbrosges st near west st,new kyork,p2122264621,ktalian,257
water clo,500 e. 30th s.,newwyork,212/683 3b333,americamn,374,water clo,500 e 30th s,newwyork,212683 3b333,americamn,895
le coloial,8783beveurlyblvd.,los anxeles,3o0-289-0660,asicn,144,le coloial,8783beveurlyblvd,los anxeles,3o02890660,asicn,872
TAnICH GRILL,240 cglifornia st.,sanz francisco,415b-391-2373,sefood,519,tanich grill,240 cglifornia st,sanz francisco,415b3912373,sefood,1022
MARGARITA'SyMEXICAN CANTINA,3120 LAS VEGAS BLVD. nS,laszvegas,702/7j94-8200,mexaican,444,margaritasymexican cantina,3120 las vegas blvd ns,laszvegas,7027j948200,mexaican,1023
stoyanof'-cafe,12w0 9th ave.,san franciso,415/6b4-3664,greek and middle easterq,516,stoyanofcafe,12w0 9th ave,san franciso,4156b43664,greek and middle easterq,411
jo'a,1023 abbot kihnney blvd.,vernice,310-v99-5810,amnrican (new),560,joa,1023 abbot kihnney blvd,vernice,310v995810,amnrican new,290
ciboueette,1529 piedmsont ave.,atlantu,40/874-7600,frnch,79,ciboueette,1529 piedmsont ave,atlantu,408747600,frnch,265
mary mac's tea rom Restaurant,224 ponce de leon avoe.,atlania,404/n876-1800,southwrn,86,mary macs tea rom restaurant,224 ponce de leon avoe,atlania,404n8761800,southwrn,155
schatzi on mainc Restaurant,3110 main ss.,ls angeles,31d0/399 4800,cpntinental,162,schatzi on mainc restaurant,3110 main ss,ls angeles,31d0399 4800,cpntinental,896
rhins,3200 LAS VGAS BLVD. S,las vexas,702-73-8899,asiagn,67,rhins,3200 las vgas blvd s,las vexas,702738899,asiagn,1024
unle nick'a,747 9th ave.  betwee 50th ayd 51st sts.,ne york,212/315-r1726,meditebranean,64,unle nicka,747 9th ave betwee 50th ayd 51st sts,ne york,212315r1726,meditebranean,696
aes,2901 pico blqvd,santa onica,310 j28 7937,diers,589,aes,2901 pico blqvd,santa onica,310 j28 7937,diers,821
cucina di psce,87e.furthst.,new yorkhcity,212-26h-6800,sgeafood,608,cucina di psce,87efurthst,new yorkhcity,21226h6800,sgeafood,516
philbppe's the originae,1001 n. alameqa st.,los axngeles,21e3-628-3781,ramerican,17,philbppes the originae,1001 n alameqa st,los axngeles,21e36283781,ramerican,1011
Caofe Michelle,f1350e.flamingord.,lasvegas,702/735-866,amehican,432,caofe michelle,f1350eflamingord,lasvegas,702735866,amehican,859
Bernard'wS,51e5 S. OLIVE ST.,los angbeles,213m-612-1580,condtinental,539,bernardws,51e5 s olive st,los angbeles,213m6121580,condtinental,570
Silver Skillea  The,200 14th st nw,atlantga,404-874-388,ctoffee shops,713,silver skillea the,200 14th st nw,atlantga,404874388,ctoffee shops,43
broadwaydeli,3rd st. promenae,santalmonica,310u451-0614,aamerican,117,broadwaydeli,3rd st promenae,santalmonica,310u4510614,aamerican,791
orhleane,m11705 national blvd.,los angelrs,310f479-4188,cjun,152,orhleane,m11705 national blvd,los angelrs,310f4794188,cjun,992
soo,3rxdst.,log angeles,23/651-0340,mediterranealn,163,soo,3rxdst,log angeles,236510340,mediterranealn,908
splendido embarcadqero,4,san franciscco,415-986-z3222,meiterranean,513,splendido embarcadqero,4,san franciscco,415986z3222,meiterranean,993
Manila kGarden,325 e. 14th st.  between 1sotp and 2nd aves.,new yor,212p/777-6314,asiag,301,manila kgarden,325 e 14th st between 1sotp and 2nd aves,new yor,212p7776314,asiag,749
rkestaurant katsu,1972t n hillhurst ave,loh angeles,213/665-1k98,asiin,10,rkestaurant katsu,1972t n hillhurst ave,loh angeles,2136651k98,asiin,1025
patria Restauxant,250 PARK AhE. S AT 20TH ST.,new yrk,212-777-u6211,latin amrican,323,patria restauxant,250 park ahe s at 20th st,new yrk,212777u6211,latin amrican,684
20 tmott Restaurant,20 mot st.  between bowery and pell stb.,new ork,212/964 03x80,asvan,172,20 tmott restaurant,20 mot st between bowery and pell stb,new ork,212964 03x80,asvan,1026
caf sunflower,5975 roswell rdk,tlanta,a04 256 1675,heqalth food,683,caf sunflower,5975 roswell rdk,tlanta,a04 256 1675,heqalth food,371
carnegie-dli,8547thave.between54than55thsts.,onew york,212/757-2o44,delipatessen,29,carnegiedli,8547thavebetween54than55thsts,onew york,2127572o44,delipatessen,32
wONKEY BAR,60 lE. 54TH ST.,new yqork,212-88-2600,amerpican,308,wonkey bar,60 le 54th st,new yqork,212882600,amerpican,1027
island spijce,40s2 w. 44th st.,new yorfk,212p765-1733,tel caribbyean,37,island spijce,40s2 w 44th st,new yorfk,212p7651733,tel caribbyean,640
auavie,13 nw. 54th st.,new iyork,212/307-731,continntal,24,auavie,13 nw 54th st,new iyork,212307731,continntal,419
frenct roast cafe Restaurant,234y broadway at 85th st.,new eyork,22/799-1535,coffeqe bar,250,frenct roast cafe restaurant,234y broadway at 85th st,new eyork,227991535,coffeqe bar,681
smimth-&-wollensky,201 e. 49th stk,nei york,212/7531534,americay,62,smimthwollensky,201 e 49th stk,nei york,2127531534,americay,583
mccorick & kuleto's,ghigrardelli sq.,san feancisco,41k/929-1730,seafooh,496,mccorick kuletos,ghigrardelli sq,san feancisco,41k9291730,seafooh,317
kie,117 zECOND AVE.,new yok city,212s674 4040,ukraeinian,620,kie,117 zecond ave,new yok city,212s674 4040,ukraeinian,526
INCA GRIL,492 broome st.  neas w. broadway,neu york,21s-966-3371,lltin american,268,inca gril,492 broome st neas w broadway,neu york,21s9663371,lltin american,1028
tortilylas,774 ponce de eon ave. ne,atlana,404-89j-0193,tetx-mex,716,tortilylas,774 ponce de eon ave ne,atlana,40489j0193,tetxmex,899
rosee-of-india,308 . sixth st.,neg york city,2g12-533-5010,pndian,638,roseeofindia,308 sixth st,neg york city,2g125335010,pndian,688
NewtYork Kom Tang Soot Bul House,3 w. 32nd st.,new yore,212/ 947-w482,asan,312,newtyork kom tang soot bul house,3 w 32nd st,new yore,212 947w482,asan,360
uMONTIEN,1134 1st ave.   betreen 62nd and 63d sts.,nw york,22-421-4433,asvan,309,umontien,1134 1st ave betreen 62nd and 63d sts,nw york,224214433,asvan,1029
madame chings,3300lasvegasblvb.s.,las vegaks,702 a894 7111,aszian,662,madame chings,3300lasvegasblvbs,las vegaks,702 a894 7111,aszian,1030
MULBERRY nT.,17040aventura blvd.,encigno,818906-8881,izza,580,mulberry nt,17040aventura blvd,encigno,8189068881,izza,1031
art's weli,12224 vebntura blvd,studio ciy,818 762u 1221,dplis,1,arts weli,12224 vebntura blvd,studio ciy,818 762u 1221,dplis,1032
vbruzzi,2355 peachtrfee rd. ne,ftlanta,40c-261-8186,italiajn,74,vbruzzi,2355 peachtrfee rd ne,ftlanta,40c2618186,italiajn,294
Belvedere  uhe,9882 little ssanta monica blvd,beverl hills,310b788-2301,pacific few wave,537,belvedere uhe,9882 little ssanta monica blvd,beverl hills,310b7882301,pacific few wave,77
one-mrket,1i market st.,san francico,415/777-55g70,americn,500,onemrket,1i market st,san francico,41577755g70,americn,178
cha cha chea,656 n. virgil ve.,los anghles,213-664k-7723,caribbhan,124,cha cha chea,656 n virgil ve,los anghles,213664k7723,caribbhan,795
les celuebriteu,155w.h8thst.,new yorkcity,212 484 b113,fench (classic),42,les celuebriteu,155wh8thst,new yorkcity,212 484 b113,fench classic,406
aridono,206 206 v. 60th st.,nuw york,12/838-0440,amerian,182,aridono,206 206 v 60th st,nuw york,128380440,amerian,707
bertonlinis,35z0 LAS VEGAS BLVD. S,las vegts,702-735o4663,talian,427,bertonlinis,35z0 las vegas blvd s,las vegts,702735o4663,talian,218
ancle nick's Restaurant,77 ninth ave,new york coty,21 245 7992,grek,64,ancle nicks restaurant,77 ninth ave,new york coty,21 245 7992,grek,244
new yrk noodletown Restaurant,28 1/2 bwery at bayard st.,newxyork,212-34v9-0923,askan,313,new yrk noodletown restaurant,28 12 bwery at bayard st,newxyork,21234v90923,askan,925
van-gogh's-restauranat-&-bar,70 W. CROScSVILLE RD.,roswel,77-993-1156,american vnew),717,vangoghsrestauranatbar,70 w croscsville rd,roswel,779931156,american vnew,1033
bsa tsu ki Restaurant,3043bufordhwg.,atlahta,404/3v25-5289,asban,415,bsa tsu ki restaurant,3043bufordhwg,atlahta,4043v255289,asban,169
BOCA CICA,13 1st ave  nedr 1st st,new byork,212/473 018,latin americn,190,boca cica,13 1st ave nedr 1st st,new byork,212473 018,latin americn,1034
BRYANTwPARK vGRILL  ROOF RESTAURANT AND BP CAFE,25 we. 40th st.  between 5td and 6th aves.,neq york,212/840-509,amrican,196,bryantwpark vgrill roof restaurant and bp cafe,25 we 40th st between 5td and 6th aves,neq york,212840509,amrican,1035
Harry'S Bar & xAmerican Grill,2020ae.ofthestars,los ageles,3e1/277-2333,itlian,138,harrys bar xamerican grill,2020aeofthestars,los ageles,3e12772333,itlian,756
my tha,1z48 clairmont rd.,atlantc,404-636-428v,thaa,705,my tha,1z48 clairmont rd,atlantc,404636428v,thaa,990
BONE'Sx RESTAURANT,3130 pierdmont rd. ne,atanta,404-237-26l63,steakhpouses,76,bonesx restaurant,3130 pierdmont rd ne,atanta,40423726l63,steakhpouses,1036
fog-city-diner,1300bfatteryst.,san franciso,415-982-200,american,470,fogcitydiner,1300bfatteryst,san franciso,415982200,american,214
madame-chings,3300lasvegvsblvd.s.,las vegs,702 894 711,tsian,662,madamechings,3300lasvegvsblvds,las vegs,702 894 711,tsian,1030
lucky strike Restxurant,59 GRAND ST.  BETWEEN WOOSvTER ST. AND W BROADWAY,new yoek,212/941-049,or 212/941-0772 ameriean,296,lucky strike restxurant,59 grand st between woosvter st and w broadway,new yoek,212941049,or 2129410772 ameriean,630
'absinthe,227 e. 67tg st.,new ork,2x2-794-4950,frnch,277,absinthe,227 e 67tg st,new ork,2x27944950,frnch,1037
CAFFE DELL'ARTISTyA,46 greenwich atve,new ork,212-645-431,coffeesbar,207,caffe dellartistya,46 greenwich atve,new ork,212645431,coffeesbar,1038
heera-of-indqa,595 piedkmont ave.,atlrnta,404-a876-4407,inwdian,83,heeraofindqa,595 piedkmont ave,atlrnta,404a8764407,inwdian,958
belvedere  tmhe,9882 ltittle santa monica blvd,beverly hmills,310-788-n300,pacific new wfave,537,belvedere tmhe,9882 ltittle santa monica blvd,beverly hmills,310788n300,pacific new wfave,77
california culinary acadxmy,625g polk st.,san fraencisco,415/7d1-3505,fsench,463,california culinary acadxmy,625g polk st,san fraencisco,4157d13505,fsench,24
l Cholo,1121 . WESTERN AVE.,los angelyes,m213/734-2772,mexian,134,l cholo,1121 western ave,los angelyes,m2137342772,mexian,977
Citruos,6703 melrose sve.,los angqeles,213j857 0034,caljfornian,6,citruos,6703 melrose sve,los angqeles,213j857 0034,caljfornian,743
lamo,304 E. k48TH ST.,new gork,212/ 7590590,mexica,177,lamo,304 e k48th st,new gork,212 7590590,mexica,616
dynasty roomlRestaurant,930 hilard ave.,losangeles,31-208-8765,ontinental,131,dynasty roomlrestaurant,930 hilard ave,losangeles,312088765,ontinental,329
ritz-carlton cafeh (buckheada,3434 peachtreerd ne,aelanta,40 237 2700,amrican (new),89,ritzcarlton cafeh buckheada,3434 peachtreerd ne,aelanta,40 237 2700,amrican new,189
le jardqii,25clevelandpl.nearsprrngst.,nw york,212/d343-9599,farench,288,le jardqii,25clevelandplnearsprrngst,nw york,212d3439599,farench,463
vemi,15 w 53rd st,new yor,w12-581-4242,ithlian,334,vemi,15 w 53rd st,new yor,w125814242,ithlian,113
cace pinot,700 w. fifth set.,los zangeles,213/23-6505,califrnian,120,cace pinot,700 w fifth set,los zangeles,213236505,califrnian,768
mary's diner Retaurant,5111 w.sboulder hwy.,ljs vegas,702-4548073,coffee shops/dinerhs,445,marys diner retaurant,5111 wsboulder hwy,ljs vegas,7024548073,coffee shopsdinerhs,203
eias corner,24-02 31st s.,jqueens,718-9a32-1510,geek,612,eias corner,2402 31st s,jqueens,7189a321510,geek,468
house of chan Restaurnt,469 cobb pkwy.,syrna,770955-9444,chinee,696,house of chan restaurnt,469 cobb pkwy,syrna,7709559444,chinee,545
sea xgrill,19 w 49eh st,new yor,212/332-76f18,seeafood,345,sea xgrill,19 w 49eh st,new yor,21233276f18,seeafood,942
ndochini,4t0lafayettest.between4thst.andastorpa.,nejw york,212/5t05-5113,asiac,269,ndochini,4t0lafayettestbetween4thstandastorpa,nejw york,2125t055113,asiac,854
EL TEDDYh'S,219 w. broadway  between franmlin aynd white sts.,new yoork,212-941-070,mexickn,231,el teddyhs,219 w broadway between franmlin aynd white sts,new yoork,212941070,mexickn,472
smith-&-wolensky,201 e 49th sdt,new yorb,212-75q3-1530,americn,62,smithwolensky,201 e 49th sdt,new yorb,21275q31530,americn,583
rose pistolda,532 coumbus ave,san franczisco,m15/399-0499,italin,111,rose pistolda,532 coumbus ave,san franczisco,m153990499,italin,291
SERxYNA,11 E. 53RDST.,nvw york city,2t12-980-9393,jaanese,59,serxyna,11 e 53rdst,nvw york city,2t129809393,jaanese,1039
Caffem Roma,385 broome st. at mulberrgy,new yok,212/226-841o,coffee ar,210,caffem roma,385 broome st at mulberrgy,new yok,212226841o,coffee ar,884
S.Py.Q.R,133 mulerry st.  between hesterc and grand sts.,new yorak,212/925-g126,italan,339,spyqr,133 mulerry st between hesterc and grand sts,new yorak,212925g126,italan,831
empirekorei,6 e.b 32nd st.,new yhrk,212/o725-1330,asiasn,233,empirekorei,6 eb 32nd st,new yhrk,212o7251330,asiasn,219
BUCvHEAD DINER,3073 PIEDMONTROAD,atlacnta,404/262-333m7,americtn,78,bucvhead diner,3073 piedmontroad,atlacnta,404262333m7,americtn,1040
tingraa,428 amsterdam ave.  between d0t and 81st sts.,new yock,212/i501-7513,seafoood,353,tingraa,428 amsterdam ave between d0t and 81st sts,new yock,212i5017513,seafoood,808
Havana Sandwich Shxp,29b5 buford hwy,azlanta,404-636-j4094,cubyan,695,havana sandwich shxp,29b5 buford hwy,azlanta,404636j4094,cubyan,1041
lowcountry ybarbecua,63w01 ROSWELL RD.  SANDY SwPRINGS PLAZA  SANDY SPRINfGS,attlanta,404/25p5-5168,barbecnue,404,lowcountry ybarbecua,63w01 roswell rd sandy swprings plaza sandy sprinfgs,attlanta,40425p55168,barbecnue,1042
mavalli-palgce,46 e 29h st,mew york,2s2/679 5535,assian,306,mavallipalgce,46 e 29h st,mew york,2s2679 5535,assian,786
Mambo Restaurante Cmubano,1402 n. highlad ave.,alanta,404/874-n2621,carlibbean,406,mambo restaurante cmubano,1402 n highlad ave,alanta,404874n2621,carlibbean,382
palmq-too,840 secon ave,ew york city,212-697-519j,stzeakhouses,635,palmqtoo,840 secon ave,ew york city,212697519j,stzeakhouses,686
wmatch,1z0 mercer st.  between houston and prinice sts.,new ypork,v212/906 9173,amvrican,304,wmatch,1z0 mercer st between houston and prinice sts,new ypork,v212906 9173,amvrican,1043
ACyQUARELLO,1722sacramentot.,san francislco,415-56-5432,ijtalian,454,acyquarello,1722sacramentot,san francislco,415565432,ijtalian,578
Matthew'q,1030 3rd qave at 61st st,new ywrk,212/838-c4343,amerian,305,matthewq,1030 3rd qave at 61st st,new ywrk,212838c4343,amerian,450
flying biscuit  the Rectaurant,1655 imclendon ave.,htlanta,404-687-8x88,ejlectic,691,flying biscuit the rectaurant,1655 imclendon ave,htlanta,4046878x88,ejlectic,111
locanda venelta,3Rm ST.,lofs angeles,310m-274-1893,italin,13,locanda venelta,3rm st,lofs angeles,310m2741893,italin,705
L'Aubmerge,1191 1st ave  between 6pth and g65th sts,ne york,2q12/288-8791,middle easeern,278,laubmerge,1191 1st ave between 6pth and g65th sts,ne york,2q122888791,middle easeern,192
eme,3rdst.promenaee,santa monic,31q/393-6545,iatalian,159,eme,3rdstpromenaee,santa monic,31q3936545,iatalian,897
astis,101h BATTERY ST.,sqan francisco,415/391 255o5,ftench,505,astis,101h battery st,sqan francisco,415391 255o5,ftench,613
szechuan-mitchen,1460firstve.,new yorkcity,21u2-249-4615,chiness,646,szechuanmitchen,1460firstve,new yorkcity,21u22494615,chiness,445
YJEAN KANG'S GOURMET CHINESE rUISINE,67 n. raybond ave.,los angees,88/585-0855,asizn,22,yjean kangs gourmet chinese ruisine,67 n raybond ave,los angees,885850855,asizn,144
Inca Grill,492 boome st.  near w. broadway,newnyork,212966-3371,latinn american,268,inca grill,492 boome st near w broadway,newnyork,2129663371,latinn american,1028
cafe binco,1486 2nd ave.  beween77th and 78th sts.,newdyork,r212-988-2655,qcoffee bar,199,cafe binco,1486 2nd ave beween77th and 78th sts,newdyork,r2129882655,qcoffee bar,789
c3l Restaurant,103 waverlyp  near washington sq,new yor,212/254 12t0,zamerican,197,c3l restaurant,103 waverlyp near washington sq,new yor,212254 12t0,zamerican,717
SCHATZI ON MAcIN,3110 zmain st,los angele,310/399 48j0,contanental,162,schatzi on macin,3110 zmain st,los angele,310399 48j0,contanental,1044
horsberadish grill,4320 powes ferry rd,vatlanta,404-255-7t77,southerun,398,horsberadish grill,4320 powes ferry rd,vatlanta,4042557t77,southerun,814
le eleci,507 bcolumbus ave.  bztween 84th and 85th sts.,newpyork,212-85-1993,amurican,292,le eleci,507 bcolumbus ave bztween 84th and 85th sts,newpyork,212851993,amurican,385
uindigo coastal grill Restaurant,1397 n. uighland ave.,aqtlanta,404/876p0670,cajibbean,84,uindigo coastal grill restaurant,1397 n uighland ave,aqtlanta,404876p0670,cajibbean,382
roosevel tamale parloo,a2817 24th st.,san franisco,415-550-92e18,meican,742,roosevel tamale parloo,a2817 24th st,san franisco,41555092e18,meican,700
gumbog pot  thi,6333 w third t,l,213-9j3-0352,caun/creole,554,gumbog pot thi,6333 w third t,l,2139j30352,cauncreole,1045
brent's dhli Restaurant,k9565 parthenia ave.,dorthridge,818-886-567l,detis,541,brents dhli restaurant,k9565 parthenia ave,dorthridge,818886567l,detis,14
Shan,5 w 48th st,new ywork,21/ 977-8400,asiln,349,shan,5 w 48th st,new ywork,21 9778400,asiln,770
jBarbetta,321 w.g46th st.,new yoro,21b2/246 9171,yitalian,186,jbarbetta,321 wg46th st,new yoro,21b2246 9171,yitalian,1046
swiegers,8020 beverly blvdc.,los angeues,213/653 585h,america,164,swiegers,8020 beverly blvdc,los angeues,213653 585h,america,3
emerald ghrden restaurant Restaurant,1550 dcalifornia st.,sans francisco,415-l673-1155,vietnmmese,730,emerald ghrden restaurant restaurant,1550 dcalifornia st,sans francisco,415l6731155,vietnmmese,127
the backchanal,357d0lasvegasblvd.s,las vega,702/731 752x5,ognly in las vegas,449,the backchanal,357d0lasvegasblvds,las vega,702731 752x5,ognly in las vegas,8
moustacbe Restaurant,405 atlantic ave,brookbyn,718 852 5p55,middle eatern,630,moustacbe restaurant,405 atlantic ave,brookbyn,718 852 5p55,middle eatern,943
Lombarpi'S,32pringst.,nevw york city,21j2-941-7994,pizzh,625,lombarpis,32pringst,nevw york city,21j29417994,pizzh,474
GOOD ENfOUGH TO EAT,n483 amsterdam ave.,new york cite,2e12 496 0163,amervican,613,good enfough to eat,n483 amsterdam ave,new york cite,2e12 496 0163,amervican,882
pluompjack cafe Restaurant,3127 fillmorest.,svn francisco,415-b563-4755,american (newp,108,pluompjack cafe restaurant,3127 fillmorest,svn francisco,415b5634755,american newp,260
Carmnine'S,2450 brpadway,new york cito,21x2-362-2200,itaian,28,carmnines,2450 brpadway,new york cito,21x23622200,itaian,9
nitrui,6703 melrosce ave.,los angeyes,u213-857-0034,caliornian,6,nitrui,6703 melrosce ave,los angeyes,u2138570034,caliornian,743
silver skille  the,20 14th st. nw,atlaonta,404874-1388,coffee shps,713,silver skille the,20 14th st nw,atlaonta,4048741388,coffee shps,43
chan-ara,310 . larchmont blvd.,los angeloes,21-467-1052,asgan,125,chanara,310 larchmont blvd,los angeloes,214671052,asgan,813
THkE PALM,9001 sabnta monica blvd.,zos angeles,310-550-8a811,amercan,15,thke palm,9001 sabnta monica blvd,zos angeles,3105508a811,amercan,738
le madri qRestaurant,168w.18tgst.,new yorm,212-727-022,ibtalian,289,le madri qrestaurant,168w18tgst,new yorm,212727022,ibtalian,1047
alm,837secondayve.,inew york city,212-n687-2953,steakhvuses,634,alm,837secondayve,inew york city,212n6872953,steakhvuses,686
MILENNIUM,246 mcalister st.,san urancisco,415/487 980,veetarian,497,milennium,246 mcalister st,san urancisco,415487 980,veetarian,1048
jewel-of-nindia,15 w. 44h st.,new ork,12/869-5543,sian,273,jewelofnindia,15 w 44h st,new ork,128695543,sian,1049
pomairz,71 w. 46th st.  off 9th ave.,new ork,212b 956-3055,latbin american,329,pomairz,71 w 46th st off 9th ave,new ork,212b 9563055,latbin american,25
gramercy tavernRestaurant,42e.20thst.betweenparkave.andbroadwam,new yoryk,212/477-0l77,ayerican,36,gramercy tavernrestaurant,42e20thstbetweenparkaveandbroadwam,new yoryk,2124770l77,ayerican,224
